theta1,theta2,theta3,x,y,phi
0.47,-1.99,0.7,16.25,-12.77,-46.98
1.36,-1.59,-1.17,13.53,-2.36,-80.21
2.17,-0.85,0.54,-6.01,27.53,106.57
1.84,-2.77,0.63,12.87,-1.33,-17.19
0.67,-2.6,-1.29,-5.65,-2.37,-184.49
0.9,-1.35,0.95,24.0,8.28,28.65
2.24,-0.94,-1.46,6.34,15.89,-9.17
1.02,-2.11,-1.01,4.81,-8.98,-120.32
2.07,-1.59,0.89,6.08,23.2,78.5
2.3,-1.07,-0.07,0.67,26.05,66.46
1.79,-2.01,0.78,16.06,12.89,32.09
2.45,-0.73,-0.92,-2.22,23.44,45.84
2.08,-2.03,-0.12,15.09,8.53,-4.01
0.42,-1.85,0.92,19.26,-10.71,-29.22
1.48,-0.41,1.29,-1.39,25.77,135.22
1.95,-2.06,0.81,13.89,14.63,40.11
0.63,-1.88,-0.47,9.75,-13.49,-98.55
2.39,-1.39,-0.39,6.29,20.97,34.95
2.58,-2.96,-0.53,6.96,-6.28,-52.14
2.63,-2.41,1.44,0.15,17.04,95.11
1.61,-1.81,0.27,19.38,8.71,4.01
0.36,-1.46,-0.83,10.38,-14.75,-110.58
0.66,-2.43,-0.89,-2.94,-8.3,-152.41
2.46,-2.73,-0.17,10.92,-0.63,-25.21
1.56,-2.54,0.53,14.68,-2.66,-25.78
2.44,-1.4,-0.73,6.95,18.13,17.76
1.74,-1.61,0.77,14.45,18.99,51.57
2.01,-2.29,1.41,9.62,15.33,64.74
2.14,-2.25,-0.8,10.69,-0.57,-52.14
1.19,-2.61,0.02,6.92,-10.46,-80.21
0.76,-1.13,-0.11,25.44,-1.34,-27.5
2.44,-1.49,0.34,0.95,24.2,73.91
1.92,-2.91,-0.12,6.51,-7.92,-63.6
1.17,-1.82,-0.6,15.02,-6.33,-71.62
1.18,-1.05,0.38,22.45,15.42,29.22
1.42,-1.02,0.13,19.34,18.84,30.37
3.02,-0.24,1.42,-24.18,-3.97,240.64
2.72,-0.62,0.11,-20.14,20.75,126.62
0.04,-0.49,-1.51,15.2,-13.2,-112.3
2.21,-2.46,-0.95,7.35,-3.77,-68.75
1.48,-0.98,0.51,15.0,23.22,57.87
2.72,-1.04,1.15,-19.73,17.1,162.15
2.23,-0.03,-0.96,-8.76,25.45,71.05
2.41,-1.74,0.13,7.36,20.06,45.84
2.85,-1.36,-0.41,-4.06,21.66,61.88
3.1,-2.87,0.75,5.32,11.0,56.15
3.12,-2.97,-0.28,9.81,0.41,-7.45
0.38,-0.19,-0.08,29.05,6.7,6.3
3.05,-2.69,1.23,-0.79,14.44,91.1
1.8,-1.38,-0.34,16.83,14.62,4.58
2.73,-1.58,1.53,-14.03,17.58,153.55
0.36,-0.36,0.17,29.21,5.21,9.74
2.38,-1.35,-0.2,4.66,22.85,47.56
1.27,-1.12,0.22,22.17,14.66,21.2
1.97,-2.83,-0.51,4.63,-8.16,-78.5
0.96,-2.78,0.44,5.17,-11.32,-79.07
1.93,-1.22,1.05,2.19,25.7,100.84
1.4,-1.52,0.69,20.05,14.05,32.66
0.67,-2.31,1.11,15.77,-8.82,-30.37
2.84,-0.66,-0.92,-12.21,20.69,72.19
2.28,-2.7,0.96,11.2,8.65,30.94
1.47,-2.42,1.41,15.78,6.25,26.36
1.52,-1.27,0.54,17.24,19.56,45.26
0.61,-2.15,-0.22,6.62,-14.09,-100.84
2.98,-2.8,-1.01,6.72,-3.98,-47.56
0.49,-0.41,1.32,20.49,15.36,80.21
0.07,-2.13,0.97,9.9,-16.99,-62.45
1.98,-2.53,0.17,13.83,0.24,-21.77
0.83,-1.23,-1.21,15.57,-6.51,-92.25
2.29,-1.07,-0.13,1.47,25.78,62.45
2.62,-0.15,0.81,-26.4,9.83,187.93
0.15,-0.94,-1.24,12.49,-14.57,-116.31
0.8,-2.76,0.8,7.17,-11.25,-66.46
0.57,-0.48,-0.73,26.4,0.32,-36.67
1.37,-0.4,-0.5,16.56,22.58,26.93
2.18,-0.53,-1.06,1.8,23.73,33.8
1.02,-0.5,-1.27,21.23,6.67,-42.97
1.85,-0.95,0.98,0.42,26.97,107.72
1.48,-2.42,-1.32,0.45,-5.83,-129.49
0.27,-0.82,1.51,23.9,5.63,55.0
0.69,-1.41,0.11,23.43,-5.96,-34.95
0.16,-1.13,-1.25,9.48,-14.62,-127.2
1.11,-1.43,1.55,17.28,15.24,70.47
0.91,-0.15,1.53,6.8,22.31,131.21
1.3,-0.1,-0.77,15.39,23.12,24.64
1.97,-3.12,-0.39,0.51,-9.91,-88.24
0.18,-0.29,0.96,26.38,8.21,48.7
1.01,-1.52,0.12,23.3,-0.22,-22.35
1.06,-1.61,1.54,18.9,11.86,56.72
0.88,-2.81,-1.54,-6.61,1.57,-198.82
1.14,-2.6,1.26,15.08,-2.84,-11.46
1.63,-0.26,-1.04,10.86,23.02,18.91
2.89,-1.83,0.74,-7.07,20.95,103.13
0.52,-2.36,0.51,8.4,-14.38,-76.2
2.38,-0.17,1.53,-21.47,9.29,214.29
0.39,-2.18,-1.47,-2.86,-4.78,-186.78
2.34,-0.05,1.36,-22.28,9.84,209.13
1.9,-2.5,-1.25,2.26,-5.8,-106.0
0.95,-1.35,0.27,24.94,2.94,-7.45
1.86,-1.66,-1.31,11.4,2.61,-63.6
0.12,-2.84,-1.04,-7.34,2.9,-215.43
0.57,-1.21,-0.1,23.82,-7.32,-42.4
0.94,-2.23,-1.41,-0.37,-5.81,-154.7
0.92,-0.36,0.26,21.35,20.58,46.98
0.7,-2.31,1.16,16.26,-7.9,-25.78
2.82,-1.48,-0.94,2.01,16.79,22.92
2.65,-2.6,0.88,7.15,13.24,53.29
1.46,-0.62,0.56,9.48,27.24,80.21
2.38,-0.04,-1.22,-9.84,23.09,64.17
0.11,-1.12,1.09,25.23,-6.57,4.58
2.6,-1.68,-0.42,6.27,17.91,28.65
0.66,-0.17,0.92,18.32,20.71,80.79
2.36,-2.29,1.53,2.59,17.74,91.67
1.93,-1.46,-0.94,14.32,9.36,-26.93
0.06,-1.43,-1.46,2.46,-12.27,-162.15
2.73,-2.48,0.29,9.1,11.62,30.94
1.73,-1.37,-0.69,17.23,10.16,-18.91
1.33,-0.87,0.93,13.14,23.99,79.64
1.53,-0.01,-0.06,2.02,29.92,83.65
1.46,-2.85,-0.12,3.51,-9.88,-86.52
3.1,-1.81,1.5,-16.61,13.47,159.86
1.86,-1.31,-0.14,14.84,18.8,23.49
1.32,-1.93,1.31,18.33,10.4,40.11
2.73,-1.91,-1.4,6.02,5.83,-33.23
0.88,-2.19,-0.12,10.35,-11.86,-81.93
1.12,-0.1,-0.86,19.46,19.12,9.17
1.92,-1.06,-1.28,12.23,12.9,-24.06
2.45,-1.25,0.9,-9.13,24.33,120.32
3.11,-0.45,-1.07,-19.05,14.95,91.1
0.91,-1.87,-0.73,10.68,-10.23,-96.83
1.78,-1.84,1.32,10.96,18.7,72.19
1.18,-0.38,0.94,9.09,26.28,99.69
2.52,-2.86,-0.92,4.36,-7.03,-72.19
2.32,-2.61,1.33,7.83,13.09,59.59
2.83,-1.4,0.55,-12.09,22.14,113.45
2.21,-0.88,0.28,-3.97,27.73,92.25
2.82,-2.71,0.28,9.7,8.06,22.35
2.95,-2.48,1.33,-3.17,16.17,103.13
2.74,-0.09,0.51,-28.02,8.45,181.05
1.03,-2.2,-0.3,10.06,-10.58,-84.22
1.65,-1.53,-1.46,11.42,1.43,-76.78
2.66,-2.45,0.04,10.61,9.19,14.32
1.13,-1.52,1.26,19.96,12.89,49.85
1.81,-0.73,1.24,-4.47,25.86,132.93
1.9,-2.43,0.93,14.61,8.3,22.92
1.3,-3.11,-0.91,-8.82,-4.17,-155.84
0.2,-2.91,1.17,1.03,-12.19,-88.24
2.69,-0.08,-1.49,-13.26,18.43,64.17
1.25,-1.28,1.51,14.06,19.15,84.8
0.88,-2.82,0.03,-0.56,-11.05,-109.43
0.89,-2.07,0.0,13.91,-10.72,-67.61
1.3,-2.56,0.67,14.04,-5.45,-33.8
0.5,-2.34,0.9,12.01,-12.92,-53.86
2.42,-0.5,-0.8,-6.57,25.0,64.17
2.92,-1.75,-0.87,3.7,14.36,17.19
2.16,-2.88,0.94,11.72,3.9,12.61
3.05,-2.66,-1.01,7.43,-1.09,-35.52
3.11,-2.19,-0.45,4.98,12.8,26.93
2.16,-3.07,0.87,10.57,0.02,-2.29
0.64,-0.53,-0.25,27.86,5.67,-8.02
0.36,-0.82,1.45,23.81,7.44,56.72
0.69,-3.1,-0.7,-9.72,-0.63,-178.19
2.93,-0.86,-1.31,-7.32,17.77,43.54
0.83,-2.37,-0.14,5.97,-12.56,-96.26
0.63,-1.64,0.74,23.04,-5.24,-15.47
0.11,-1.5,0.53,18.26,-16.32,-49.27
0.8,-2.3,-0.07,7.68,-12.8,-89.95
0.96,-1.88,0.77,21.68,-1.26,-8.59
0.08,-3.11,-0.57,-8.94,4.11,-206.26
2.47,-2.36,0.27,11.4,11.03,21.77
0.66,-2.22,0.6,13.74,-12.06,-55.0
2.71,-2.28,0.87,2.68,17.99,74.48
2.66,-0.71,-0.06,-15.7,23.42,108.29
3.07,-1.53,0.58,-14.89,19.24,121.47
2.22,-0.46,-1.11,0.03,23.84,37.24
0.99,-1.92,-0.94,8.52,-9.21,-107.14
2.12,-0.86,-0.29,3.49,26.3,55.58
1.17,-0.36,0.06,17.24,24.09,49.85
2.85,-1.9,-1.52,4.66,5.61,-32.66
0.84,-2.63,-0.74,-3.69,-8.06,-144.96
1.17,-1.48,1.45,17.6,15.24,65.32
2.91,-2.2,0.61,0.33,18.5,75.63
3.03,-1.28,1.02,-21.04,14.58,158.71
0.81,-2.44,-0.7,-0.58,-9.99,-133.5
0.81,-1.61,1.14,23.29,3.4,19.48
2.21,-2.76,0.79,12.27,5.18,13.75
0.12,-1.88,-1.53,-1.84,-7.15,-188.5
1.35,-1.25,-1.11,17.46,2.29,-57.87
0.22,-1.53,1.2,22.28,-8.58,-6.3
1.05,-0.16,1.38,4.83,24.1,130.06
1.1,-1.94,1.41,19.63,6.86,32.66
2.2,-2.8,-1.38,-1.61,-6.74,-113.45
2.87,-0.9,-1.28,-5.81,18.26,39.53
0.21,-2.73,1.3,5.09,-13.13,-69.9
0.18,-1.08,0.57,25.51,-9.28,-18.91
2.96,-2.75,-0.29,9.91,3.09,-4.58
1.39,-3.12,0.81,6.27,-7.99,-52.71
1.11,-0.2,0.67,10.49,26.85,90.53
2.11,-0.39,-0.1,-7.11,28.46,92.82
2.59,-2.34,0.63,7.54,15.42,50.42
2.55,-0.36,1.56,-22.31,8.0,214.86
0.38,-2.9,0.63,-1.98,-11.61,-108.29
0.87,-1.44,-0.52,19.49,-6.62,-62.45
2.71,-0.44,-0.11,-21.08,20.15,123.76
1.34,-2.74,0.55,10.59,-7.63,-48.7
2.04,-2.37,0.05,14.55,2.92,-16.04
0.36,-2.18,0.21,6.5,-16.16,-92.25
1.26,-1.19,-1.38,15.61,0.56,-75.06
0.6,-2.72,-1.05,-6.96,-2.6,-181.63
0.75,-0.61,1.28,18.72,18.1,81.36
1.22,-1.76,-1.21,10.23,-5.59,-100.27
1.68,-2.61,1.5,13.31,7.32,32.66
2.65,-1.48,-1.02,4.97,15.42,8.59
2.44,-1.21,-0.05,-0.49,25.13,67.61
2.97,-1.18,1.27,-21.99,12.28,175.33
2.84,-2.96,-0.78,6.6,-6.06,-51.57
0.11,-2.27,1.35,11.28,-14.46,-46.41
1.9,-1.58,-0.44,16.19,11.41,-6.88
1.89,-2.94,1.32,11.48,3.49,15.47
1.62,-2.05,-0.33,15.85,-1.07,-43.54
1.76,-3.13,0.42,5.93,-8.11,-54.43
2.11,-2.27,-1.47,4.15,-2.99,-93.39
3.05,-1.81,-0.11,-2.44,19.42,64.74
0.5,-1.82,0.38,17.16,-12.97,-53.86
2.8,-1.83,1.48,-11.47,17.98,140.37
0.81,-2.03,-0.07,13.1,-11.76,-73.91
0.79,-2.34,0.97,15.61,-8.37,-33.23
0.5,-0.52,-1.07,23.4,-4.27,-62.45
0.48,-1.66,0.58,20.93,-10.27,-34.38
2.69,-2.62,-0.02,10.97,5.56,2.86
2.05,-1.17,0.39,4.72,26.13,72.77
2.08,-1.29,1.15,-1.45,25.16,111.15
1.37,-2.67,-1.49,-4.72,-3.28,-159.86
0.2,-0.16,0.26,29.35,5.34,17.19
2.64,-0.37,0.67,-25.0,14.46,168.45
1.78,-0.08,0.23,-6.88,29.06,110.58
2.14,-1.66,1.19,2.49,22.99,95.68
0.42,-0.2,-0.21,28.89,6.36,0.57
2.42,-2.88,-0.3,8.7,-4.72,-43.54
1.02,-1.52,-1.02,14.52,-6.26,-87.09
2.17,-1.93,-0.22,14.07,10.83,1.15
2.19,-1.36,0.13,6.68,23.71,55.0
2.4,-1.71,-0.64,10.33,13.62,2.86
1.05,-0.53,-0.68,23.53,12.05,-9.17
2.79,-2.69,1.49,0.37,14.44,91.1
0.9,-3.12,-0.82,-9.78,-1.15,-174.18
2.01,-1.81,-0.87,13.39,4.83,-38.39
0.08,-0.86,0.2,25.44,-11.71,-33.23
1.41,-1.93,-0.11,18.36,-0.99,-36.1
2.49,-1.09,-0.68,1.27,22.51,41.25
3.07,-1.64,-0.39,-3.51,19.24,59.59
1.64,-0.43,-0.36,9.44,26.85,48.7
1.73,-2.09,1.12,15.02,13.24,43.54
1.11,-1.58,0.47,23.36,4.43,0.0
1.3,-2.32,0.62,17.12,-2.78,-22.92
1.55,-0.99,0.16,16.2,21.9,41.25
1.74,-1.6,0.95,12.84,20.12,62.45
2.41,-0.57,1.1,-19.9,18.32,168.45
0.5,-3.04,-0.93,-8.93,2.36,-198.82
2.94,-1.3,0.01,-11.28,21.95,94.54
0.86,-2.07,1.37,19.93,-0.18,9.17
2.94,-2.24,0.84,-1.84,18.44,88.24
0.32,-0.41,-1.14,22.79,-7.18,-70.47
0.22,-0.41,-0.38,28.0,-5.1,-32.66
1.84,-2.82,0.82,12.78,-0.26,-9.17
2.09,-1.85,-1.32,9.46,2.24,-61.88
1.84,-2.04,-0.69,13.44,-0.12,-50.99
1.88,-1.41,1.47,2.26,23.38,111.15
2.7,-0.14,1.04,-26.36,5.34,206.26
0.48,-2.34,0.3,6.13,-14.97,-89.38
2.03,-0.88,-0.99,9.52,19.68,9.17
2.6,-2.91,0.93,9.09,7.91,35.52
0.95,-1.94,-1.47,3.54,-6.53,-140.95
0.07,-2.69,0.58,-3.22,-13.2,-116.88
2.68,-1.61,-1.37,5.4,10.27,-17.19
0.91,-2.1,1.14,19.84,-1.89,-2.86
0.01,-2.68,-0.24,-8.64,-6.74,-166.73
2.38,-0.47,-0.29,-11.06,26.32,92.82
2.39,-2.44,1.29,5.93,15.79,71.05
2.16,-2.66,0.38,13.15,2.32,-6.88
2.48,-0.61,-0.56,-8.26,25.36,75.06
0.88,-1.75,0.01,19.34,-7.51,-49.27
2.75,-2.78,0.18,10.64,5.01,8.59
0.13,-2.05,-1.18,-3.5,-8.52,-177.62
1.77,-1.52,-0.04,17.49,14.36,12.03
2.07,-1.83,0.75,10.41,19.52,56.72
1.83,-2.85,-1.18,-3.21,-6.94,-126.05
0.44,-1.99,-0.99,1.01,-11.4,-145.53
0.08,-2.87,0.64,-4.89,-11.01,-123.19
3.1,-3.0,0.82,6.02,9.37,52.71
1.29,-0.54,-0.06,17.8,22.79,39.53
1.1,-2.2,0.08,14.31,-8.52,-58.44
2.97,-1.63,-0.89,1.44,15.79,25.78
1.97,-0.2,-0.39,-3.97,28.83,79.07
2.85,-2.76,-0.13,10.37,3.37,-2.29
0.62,-1.93,-0.94,4.44,-11.63,-128.92
0.93,-2.92,-0.6,-6.61,-6.36,-148.4
0.4,-2.75,-1.35,-6.3,2.08,-211.99
1.8,-2.08,-0.59,13.79,-0.67,-49.85
1.14,-1.28,-0.88,19.31,-0.83,-58.44
0.96,-0.17,0.25,17.84,23.92,59.59
2.04,-2.32,0.19,15.05,5.26,-5.16
0.73,-2.33,-1.08,-1.79,-7.78,-153.55
1.31,-1.85,0.74,20.96,6.51,11.46
1.63,-2.07,0.76,17.95,8.87,18.33
1.36,-3.01,0.05,1.01,-10.19,-91.67
1.52,-0.31,-1.22,14.04,19.24,-0.57
0.81,-2.19,1.04,18.22,-5.91,-19.48
1.43,-0.99,0.86,13.13,23.8,74.48
0.04,-1.12,0.04,19.77,-17.04,-59.59
1.3,-2.76,1.22,13.49,-2.68,-13.75
2.54,-2.4,1.35,2.46,17.02,85.37
0.63,-1.08,0.85,26.3,5.44,22.92
2.67,-1.02,0.69,-16.66,21.7,134.07
0.46,-1.64,-1.39,4.36,-10.22,-147.25
1.26,-2.72,1.27,13.98,-2.31,-10.89
0.6,-0.88,-0.38,25.76,-3.25,-37.82
1.51,-3.12,-0.88,-7.74,-6.08,-142.67
0.59,-2.09,-1.3,-0.41,-7.76,-160.43
0.42,-2.83,0.78,1.1,-12.59,-93.39
0.23,-2.4,-1.48,-4.64,-1.11,-209.13
0.91,-2.31,0.99,17.01,-5.95,-23.49
0.85,-2.44,-1.22,-3.05,-5.74,-161.0
1.59,-3.03,0.63,8.01,-7.16,-46.41
2.64,-1.16,-1.26,1.9,16.95,12.61
0.96,-1.24,1.36,20.06,14.25,61.88
0.72,-2.24,1.49,18.02,-3.69,-1.72
2.04,-2.17,-0.23,14.75,4.1,-20.63
0.43,-3.01,-0.16,-8.58,-5.07,-156.99
3.02,-2.41,-0.48,8.19,8.24,7.45
1.0,-2.45,1.49,16.6,-1.11,2.29
0.36,-1.85,0.83,18.07,-12.58,-37.82
0.07,-0.2,0.41,29.5,2.17,16.04
0.85,-1.73,-0.87,11.19,-10.03,-100.27
0.48,-2.07,-0.95,0.43,-11.04,-145.53
2.36,-1.55,1.26,-4.99,23.07,118.6
0.04,-1.73,0.6,13.43,-18.4,-62.45
0.04,-1.44,-0.58,7.71,-18.63,-113.45
1.81,-2.05,-1.52,5.46,-2.48,-100.84
1.04,-0.98,-0.95,21.34,1.45,-50.99
2.16,-1.24,1.45,-6.67,23.24,135.79
2.56,-1.68,0.41,0.79,22.81,73.91
1.04,-2.98,0.61,3.84,-10.41,-76.2
3.04,-2.96,0.61,7.73,8.18,39.53
0.42,-2.13,-1.48,-2.24,-5.34,-182.77
1.66,-2.67,0.31,12.08,-4.95,-40.11
2.68,-0.17,1.32,-24.75,4.0,219.44
0.08,-2.15,0.36,3.79,-17.88,-97.98
2.38,-0.74,-0.88,-0.68,23.77,43.54
0.38,-2.6,0.36,0.39,-13.84,-106.57
2.03,-2.24,1.25,10.41,15.5,59.59
1.29,-2.39,-0.64,5.62,-9.16,-99.69
0.9,-0.05,0.3,16.9,24.47,65.89
2.81,-1.62,0.2,-3.94,22.38,79.64
3.06,-2.03,-0.18,1.78,16.9,48.7
2.64,-1.85,1.08,-4.68,21.47,107.14
1.65,-0.1,0.17,-2.07,29.86,98.55
2.53,-0.52,0.7,-21.52,18.98,155.27
2.71,-1.44,0.15,-4.62,23.62,81.36
1.64,-2.6,0.82,14.95,0.39,-8.02
3.05,-2.46,-0.5,8.31,7.38,5.16
2.39,-2.63,-0.44,10.18,-1.84,-38.96
1.25,-0.43,0.55,11.97,26.6,78.5
1.66,-2.22,-0.31,14.03,-2.99,-49.85
0.4,-1.35,-0.82,13.05,-14.04,-101.41
2.37,-2.22,0.5,10.68,14.52,37.24
3.09,-1.44,-0.25,-9.08,20.34,80.21
0.6,-1.36,1.49,22.95,5.43,41.83
0.96,-2.28,0.65,16.06,-7.71,-38.39
2.04,-0.69,1.27,-11.0,23.66,150.11
0.97,-2.73,-1.03,-5.62,-5.02,-159.86
2.63,-1.69,0.17,1.62,21.93,63.6
0.94,-2.53,-0.79,-1.53,-8.82,-136.36
1.91,-0.12,0.4,-11.31,27.33,125.48
1.68,-1.37,-1.52,11.96,3.63,-69.33
2.7,-3.04,-1.23,0.39,-9.06,-89.95
1.54,-0.61,-1.4,15.2,13.48,-26.93
0.12,-2.23,-0.68,-4.59,-10.83,-159.86
0.57,-0.34,0.87,22.69,16.59,63.03
1.49,-2.03,0.0,17.96,-0.32,-30.94
1.66,-2.1,0.95,16.88,10.58,29.22
0.21,-2.7,-1.49,-4.86,3.46,-228.04
0.64,-3.08,0.18,-5.98,-8.2,-129.49
0.74,-2.21,0.54,14.37,-11.22,-53.29
1.61,-1.12,0.66,12.52,23.83,65.89
2.56,-1.79,1.11,-4.22,21.98,107.72
0.29,-0.19,-1.36,22.59,-5.66,-72.19
2.65,-0.52,-0.18,-17.82,22.49,111.73
0.12,-1.4,0.31,18.45,-16.63,-55.58
0.7,-1.64,-0.91,10.79,-11.25,-106.0
1.44,-0.58,1.21,3.04,26.27,118.6
2.49,-0.91,-0.2,-6.15,25.88,79.07
0.25,-1.49,-1.2,5.3,-13.44,-139.8
2.21,-0.2,0.91,-19.97,19.27,167.3
0.23,-1.29,-0.25,17.2,-16.11,-75.06
2.25,-2.31,1.49,5.1,17.08,81.93
2.84,-0.37,0.57,-27.33,10.21,174.18
2.26,-0.41,1.49,-18.92,15.36,191.37
1.28,-0.96,1.37,11.17,22.65,96.83
0.12,-1.05,-1.47,8.53,-13.57,-137.51
1.24,-0.79,0.25,19.9,20.25,40.11
2.6,-2.48,-0.58,10.32,1.91,-26.36
3.08,-2.87,-1.08,6.25,-4.94,-49.85
1.17,-0.21,-0.66,19.19,20.35,17.19
2.11,-2.28,-0.43,12.97,1.24,-34.38
3.07,-0.83,0.95,-26.17,8.07,182.77
0.58,-1.17,-0.93,17.18,-10.07,-87.09
0.32,-1.31,-1.28,8.54,-12.87,-130.06
0.05,-3.13,1.36,-1.48,-10.0,-98.55
2.48,-0.42,0.54,-21.16,20.13,148.97
1.85,-1.4,-0.96,14.98,9.08,-29.22
3.09,-2.7,-0.42,9.26,4.02,-1.72
2.28,-1.49,-0.17,8.66,20.5,35.52
0.24,-2.82,-0.52,-8.74,-3.36,-177.62
2.42,-0.8,-1.52,1.95,17.59,5.73
0.25,-2.12,0.41,7.85,-17.02,-83.65
2.4,-2.4,0.96,8.36,14.95,55.0
1.87,-0.46,-1.12,8.24,22.29,16.62
0.17,-1.13,0.23,23.04,-13.17,-41.83
1.9,-2.13,-1.12,8.69,-2.57,-77.35
1.96,-2.73,-0.72,4.19,-7.68,-85.37
0.79,-0.88,-1.16,20.15,-3.29,-71.62
1.53,-2.05,0.91,18.34,8.82,22.35
0.21,-1.93,0.09,7.7,-17.79,-93.39
2.65,-2.35,0.85,4.82,16.8,65.89
2.25,-1.61,0.64,4.61,23.33,73.34
1.72,-0.56,-0.9,12.17,21.63,14.9
2.76,-0.11,-0.36,-24.68,15.97,131.21
0.52,-2.59,1.1,9.54,-12.06,-55.58
3.0,-2.15,-1.36,5.43,4.04,-29.22
0.06,-0.6,-0.08,26.7,-10.35,-35.52
0.9,-2.94,0.86,5.5,-10.33,-67.61
1.63,-1.4,-0.48,18.83,9.79,-14.32
0.26,-2.41,0.99,8.18,-14.97,-66.46
2.05,-2.38,0.11,14.61,3.45,-12.61
0.66,-1.14,-0.95,18.17,-8.39,-81.93
1.34,-2.71,0.51,10.81,-7.64,-49.27
0.11,-2.68,-1.55,-4.05,3.98,-236.06
0.53,-2.29,-1.32,-3.23,-5.38,-176.47
2.12,-3.04,-1.42,-6.12,-6.61,-134.07
0.34,-1.61,0.32,18.21,-14.35,-54.43
0.4,-0.47,0.4,28.65,6.44,18.91
0.48,-1.48,-1.45,6.57,-10.17,-140.37
1.94,-2.53,1.53,10.6,11.84,53.86
2.53,-2.63,-0.2,11.32,1.79,-17.19
2.43,-0.28,0.97,-23.04,15.12,178.76
2.28,-2.35,1.25,7.27,16.14,67.61
3.11,-2.98,-1.27,4.1,-7.47,-65.32
0.92,-3.1,-0.77,-9.48,-2.15,-169.02
1.03,-1.2,0.79,23.14,12.69,35.52
3.08,-2.25,1.33,-8.79,16.31,123.76
1.18,-0.9,0.36,21.44,17.98,36.67
2.84,-1.69,1.16,-12.2,19.49,132.35
0.23,-0.41,-0.1,29.19,-2.27,-16.04
3.09,-1.68,-0.58,-1.64,17.77,47.56
1.27,-2.82,0.58,8.82,-8.7,-55.58
2.09,-1.52,0.62,7.17,23.36,68.18
0.43,-2.95,-0.88,-8.71,0.9,-194.81
2.81,-2.26,0.85,0.77,18.34,80.21
0.03,-0.16,-0.56,27.62,-7.36,-39.53
1.46,-0.53,-1.19,16.75,15.38,-14.9
0.74,-0.88,-0.87,22.61,-3.12,-57.87
1.82,-2.53,1.19,13.99,7.79,27.5
0.97,-1.76,-1.34,7.39,-7.33,-122.04
2.37,-2.61,-1.41,1.75,-5.37,-94.54
0.9,-0.46,1.29,13.68,21.97,99.12
1.02,-2.59,0.4,9.14,-10.69,-67.04
0.96,-0.91,-1.27,19.16,-0.7,-69.9
0.98,-1.36,0.62,24.57,6.97,13.75
2.4,-2.86,-1.4,-1.27,-7.27,-106.57
2.41,-2.35,0.52,10.91,12.76,33.23
1.33,-2.66,-0.0,7.15,-9.71,-76.2
0.31,-2.49,0.13,-0.81,-14.02,-117.46
0.45,-1.97,-0.16,8.42,-15.58,-96.26
1.54,-0.25,1.15,-4.56,26.06,139.8
2.8,-2.41,0.59,5.4,15.46,56.15
2.74,-0.36,-1.0,-14.55,20.63,79.07
1.75,-1.29,-0.83,16.5,10.66,-21.2
1.34,-2.16,0.44,18.4,-1.29,-21.77
0.95,-1.92,-1.23,5.58,-8.2,-126.05
1.69,-1.18,0.62,11.8,23.85,64.74
0.35,-0.5,1.38,22.62,11.36,70.47
0.71,-0.66,1.56,17.18,17.01,92.25
0.48,-0.08,0.55,23.9,16.65,54.43
0.3,-1.26,0.52,24.34,-9.5,-25.21
3.01,-1.51,-1.18,0.29,14.43,18.33
1.95,-2.59,0.61,14.31,3.02,-1.72
0.47,-0.16,0.97,21.31,17.16,73.34
0.06,-2.67,0.68,-2.15,-13.83,-110.58
2.51,-0.12,1.1,-24.78,9.32,199.96
1.57,-2.03,-0.47,14.95,-2.46,-53.29
2.26,-1.78,0.09,10.93,17.73,32.66
0.25,-1.81,-1.35,0.06,-9.82,-166.73
2.79,-0.02,0.45,-28.68,6.29,184.49
3.04,-1.2,0.52,-19.71,17.7,135.22
2.1,-1.23,-1.07,11.2,14.29,-11.46
1.6,-0.4,0.05,6.48,28.81,71.62
2.11,-1.77,0.34,12.07,18.2,38.96
0.89,-0.66,0.92,20.12,19.18,65.89
0.19,-0.59,-0.65,24.01,-10.68,-60.16
2.99,-2.52,0.89,1.12,15.82,77.92
2.27,-2.84,-0.06,10.06,-3.63,-36.1
2.44,-3.02,0.89,10.25,4.02,17.76
3.03,-0.75,-1.31,-10.8,16.95,55.58
0.51,-0.47,1.02,23.61,14.01,60.73
0.04,-1.89,-0.39,1.03,-17.06,-128.34
2.96,-2.26,-1.34,5.83,2.28,-36.67
1.84,-0.48,-0.06,2.11,29.05,74.48
2.26,-2.02,0.04,12.96,12.86,16.04
1.81,-2.04,0.79,15.84,12.75,32.09
1.56,-1.62,-0.27,19.55,6.16,-18.91
3.13,-0.88,1.05,-26.16,6.32,189.08
1.09,-2.36,1.04,17.32,-2.96,-13.18
2.94,-1.7,0.14,-4.65,21.28,79.07
0.4,-2.16,-0.18,3.72,-15.25,-111.15
1.1,-2.19,0.93,19.03,-1.55,-9.17
1.36,-2.08,-1.25,5.72,-6.03,-112.87
1.34,-0.61,1.33,5.04,25.23,118.03
0.19,-2.69,0.05,-5.89,-10.47,-140.37
1.12,-1.6,-1.01,14.03,-5.58,-85.37
2.4,-0.51,1.07,-20.35,18.06,169.6
2.54,-0.69,0.53,-18.24,22.17,136.36
2.74,-0.12,0.8,-27.49,6.14,195.95
2.48,-0.37,0.63,-22.23,18.63,156.99
0.65,-1.27,-0.56,19.91,-9.0,-67.61
